region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,season_week,season,regionnew,baseline
HHS Regions,hhs1,2016,40,654,5,1,0.917431,0.764526,0.152905,2016-10-02,0.747602,0.66157,68,52,NA,174,24,16,334,136,50486,2016-10-02,10,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,40,1307,10,3,0.994644,0.765111,0.229533,2016-10-02,1.74499,1.61815,807,420,NA,696,171,106,2200,174,135958,2016-10-02,10,2016/2017,hhs2,3
HHS Regions,hhs3,2016,40,941,1,4,0.53135,0.10627,0.42508,2016-10-02,1.1181,1.41288,416,443,NA,743,177,109,1888,295,133628,2016-10-02,10,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,40,2960,46,63,3.68243,1.55405,2.12838,2016-10-02,1.22375,1.36456,637,369,NA,801,115,84,2006,306,147007,2016-10-02,10,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,40,2386,8,5,0.544845,0.335289,0.209556,2016-10-02,1.00259,1.04084,331,173,NA,470,89,82,1145,296,110007,2016-10-02,10,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,40,1914,22,13,1.82863,1.14943,0.679206,2016-10-02,1.76526,1.61677,493,313,NA,614,121,96,1637,252,101251,2016-10-02,10,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,40,723,0,0,0,0,0,2016-10-02,0.600404,0.651,26,29,NA,52,15,19,141,72,21659,2016-10-02,10,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,40,913,8,0,0.876232,0.876232,0,2016-10-02,0.774099,0.878377,70,98,NA,159,15,16,358,112,40757,2016-10-02,10,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,40,992,6,1,0.705645,0.604839,0.100806,2016-10-02,1.22233,1.10973,237,205,NA,433,97,107,1079,229,97231,2016-10-02,10,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,40,590,14,0,2.37288,2.37288,0,2016-10-02,0.462823,0.511509,25,12,NA,27,4,8,76,74,14858,2016-10-02,10,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,41,810,5,1,0.740741,0.617284,0.123457,2016-10-09,0.661232,0.590106,71,33,NA,142,18,18,282,136,47788,2016-10-09,11,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,41,1310,2,3,0.381679,0.152672,0.229008,2016-10-09,1.88524,1.66392,826,429,NA,687,190,106,2238,171,134502,2016-10-09,11,2016/2017,hhs2,3
HHS Regions,hhs3,2016,41,953,3,1,0.419727,0.314795,0.104932,2016-10-09,1.08883,1.44772,417,511,NA,737,158,137,1960,300,135385,2016-10-09,11,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,41,2884,47,46,3.22469,1.62968,1.59501,2016-10-09,1.23174,1.45288,714,399,NA,769,153,96,2131,317,146674,2016-10-09,11,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,41,2674,8,7,0.560957,0.299177,0.26178,2016-10-09,0.977935,1.01481,352,166,NA,420,102,66,1106,295,108986,2016-10-09,11,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,41,2019,18,21,1.93165,0.89153,1.04012,2016-10-09,1.82039,1.67473,467,289,NA,624,98,101,1579,250,94284,2016-10-09,11,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,41,785,1,0,0.127389,0.127389,0,2016-10-09,0.694833,0.719224,27,40,NA,58,18,12,155,75,21551,2016-10-09,11,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,41,966,10,1,1.13872,1.0352,0.10352,2016-10-09,0.911285,0.81183399999999994,74,78,NA,159,26,17,354,118,43605,2016-10-09,11,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,41,1036,10,1,1.06178,0.965251,0.0965251,2016-10-09,1.27116,1.08131,239,197,NA,458,108,123,1125,238,104040,2016-10-09,11,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,41,616,4,2,0.974026,0.649351,0.324675,2016-10-09,0.480723,0.499515,20,13,NA,24,8,2,67,73,13413,2016-10-09,11,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,42,870,1,0,0.114943,0.114943,0,2016-10-16,0.728388,0.682319,98,42,NA,169,20,18,347,132,50856,2016-10-16,12,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,42,1751,17,1,1.02798,0.970874,0.0571102,2016-10-16,1.93008,1.73672,912,450,NA,743,185,130,2420,175,139343,2016-10-16,12,2016/2017,hhs2,3
HHS Regions,hhs3,2016,42,1011,0,1,0.098912,0,0.098912,2016-10-16,1.17636,1.31576,506,524,NA,765,177,118,2090,302,158844,2016-10-16,12,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,42,3100,42,62,3.35484,1.35484,2,2016-10-16,1.2768,1.51243,782,414,NA,898,185,93,2372,323,156834,2016-10-16,12,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,42,2874,13,14,0.939457,0.452331,0.487126,2016-10-16,1.0411,1.17932,386,163,NA,581,108,76,1314,292,111420,2016-10-16,12,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,42,2047,11,13,1.17245,0.537372,0.635076,2016-10-16,1.65697,1.58149,458,292,NA,545,108,104,1507,249,95290,2016-10-16,12,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,42,819,0,2,0.2442,0,0.2442,2016-10-16,0.77907,0.866598,31,52,NA,72,27,11,193,77,22271,2016-10-16,12,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,42,1009,7,0,0.693756,0.693756,0,2016-10-16,0.932084,0.872622,101,76,NA,137,30,11,355,116,40682,2016-10-16,12,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,42,1026,6,3,0.877193,0.584795,0.292398,2016-10-16,1.38253,1.17596,264,209,NA,515,135,127,1250,239,106296,2016-10-16,12,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,42,603,18,1,3.15091,2.98507,0.165837,2016-10-16,0.507145,0.549334,26,12,NA,27,6,7,78,78,14199,2016-10-16,12,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,43,790,2,2,0.506329,0.253165,0.253165,2016-10-23,0.729991,0.644873,90,38,NA,169,23,12,332,135,51483,2016-10-23,13,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,43,1693,8,4,0.708801,0.472534,0.236267,2016-10-23,2.05051,1.81245,971,410,NA,757,176,128,2442,181,134735,2016-10-23,13,2016/2017,hhs2,3
HHS Regions,hhs3,2016,43,1055,0,2,0.189573,0,0.189573,2016-10-23,1.22343,1.47704,551,548,NA,819,205,112,2235,299,151316,2016-10-23,13,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,43,3084,41,52,3.01556,1.32944,1.68612,2016-10-23,1.38032,1.66763,789,532,NA,994,198,109,2622,325,157229,2016-10-23,13,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,43,2947,6,5,0.373261,0.203597,0.169664,2016-10-23,1.10603,1.22897,417,194,NA,572,82,80,1345,297,109441,2016-10-23,13,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,43,2109,20,18,1.8018,0.948317,0.853485,2016-10-23,2.00407,1.80407,534,333,NA,699,127,85,1778,255,98555,2016-10-23,13,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,43,885,1,1,0.225989,0.112994,0.112994,2016-10-23,0.692503,0.691776,28,52,NA,52,16,14,162,79,23418,2016-10-23,13,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,43,1058,10,0,0.94518,0.94518,0,2016-10-23,0.831681,0.813271,107,77,NA,157,18,18,377,122,46356,2016-10-23,13,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,43,976,14,2,1.63934,1.43443,0.204918,2016-10-23,1.44065,1.27548,270,208,NA,513,138,138,1267,231,99335,2016-10-23,13,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,43,715,41,2,6.01399,5.73427,0.27972,2016-10-23,0.555964,0.598558,29,14,NA,37,4,4,88,82,14702,2016-10-23,13,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,44,790,10,3,1.64557,1.26582,0.379747,2016-10-30,0.930192,0.779195,119,50,NA,192,21,15,397,134,50950,2016-10-30,14,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,44,1783,15,2,0.953449,0.841279,0.11217,2016-10-30,2.2409,1.99946,1091,433,NA,865,210,133,2732,180,136637,2016-10-30,14,2016/2017,hhs2,3
HHS Regions,hhs3,2016,44,1144,0,1,0.0874126,0,0.0874126,2016-10-30,1.35918,1.64112,630,566,NA,886,218,118,2418,302,147338,2016-10-30,14,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,44,3595,79,87,4.61752,2.1975,2.42003,2016-10-30,1.64361,1.86843,928,518,NA,1176,195,122,2939,328,157298,2016-10-30,14,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,44,3201,18,9,0.843486,0.562324,0.281162,2016-10-30,1.26644,1.38324,499,229,NA,647,114,78,1567,292,113285,2016-10-30,14,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,44,2289,21,12,1.44168,0.917431,0.524246,2016-10-30,1.96261,1.87861,594,305,NA,716,118,96,1829,250,97359,2016-10-30,14,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,44,848,1,2,0.353774,0.117925,0.235849,2016-10-30,0.842297,0.856978,28,51,NA,79,20,15,193,77,22521,2016-10-30,14,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,44,1064,15,0,1.40977,1.40977,0,2016-10-30,0.506499,0.697171,78,71,NA,132,19,9,309,122,44322,2016-10-30,14,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,44,1081,13,1,1.2951,1.20259,0.0925069,2016-10-30,1.52282,1.39656,314,208,NA,550,110,122,1304,231,93372,2016-10-30,14,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,44,857,29,1,3.50058,3.3839,0.116686,2016-10-30,0.589773,0.686176,33,13,NA,44,5,7,102,83,14865,2016-10-30,14,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,45,883,7,2,1.01925,0.792752,0.226501,2016-11-06,0.875037,0.701814,112,37,NA,192,18,10,369,138,52578,2016-11-06,15,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,45,1873,20,1,1.1212,1.06781,0.0533903,2016-11-06,2.46429,2.2109,1279,434,NA,888,224,134,2959,176,133837,2016-11-06,15,2016/2017,hhs2,3
HHS Regions,hhs3,2016,45,1259,2,2,0.317712,0.158856,0.158856,2016-11-06,1.42255,1.6269,673,564,NA,795,199,130,2361,302,145123,2016-11-06,15,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,45,3697,95,86,4.89586,2.56965,2.32621,2016-11-06,1.67847,1.96436,991,569,NA,1170,189,140,3059,330,155725,2016-11-06,15,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,45,3350,10,6,0.477612,0.298507,0.179104,2016-11-06,1.2373,1.4202,491,232,NA,620,103,66,1512,289,106464,2016-11-06,15,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,45,2594,22,21,1.65767,0.848111,0.809561,2016-11-06,2.05983,2.02869,632,344,NA,618,142,114,1850,250,91192,2016-11-06,15,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,45,881,1,0,0.113507,0.113507,0,2016-11-06,0.915289,0.908094,45,51,NA,92,9,10,207,77,22795,2016-11-06,15,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,45,1195,26,0,2.17573,2.17573,0,2016-11-06,0.746585,0.918751,101,92,NA,173,23,26,415,122,45170,2016-11-06,15,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,45,1215,16,2,1.48148,1.31687,0.164609,2016-11-06,1.61895,1.45214,335,219,NA,586,137,121,1398,232,96272,2016-11-06,15,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,45,864,72,1,8.44907,8.33333,0.115741,2016-11-06,0.764784,0.901408,44,7,NA,59,11,7,128,74,14200,2016-11-06,15,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,46,919,12,1,1.41458,1.30577,0.108814,2016-11-13,0.905197,0.753912,140,44,NA,191,17,18,410,138,54383,2016-11-13,16,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,46,1902,25,4,1.52471,1.31441,0.210305,2016-11-13,2.53078,2.26335,1380,447,NA,1000,196,149,3172,180,140146,2016-11-13,16,2016/2017,hhs2,3
HHS Regions,hhs3,2016,46,1277,7,2,0.704777,0.54816,0.156617,2016-11-13,1.44312,1.78452,737,583,NA,815,199,129,2463,300,138020,2016-11-13,16,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,46,4133,108,90,4.79071,2.61311,2.17759,2016-11-13,1.9058,2.11566,972,598,NA,1241,225,141,3177,321,150166,2016-11-13,16,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,46,3462,22,14,1.03986,0.635471,0.404391,2016-11-13,1.21417,1.44566,518,261,NA,608,115,82,1584,291,109569,2016-11-13,16,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,46,3014,45,27,2.38885,1.49303,0.89582,2016-11-13,2.25577,2.09569,698,327,NA,744,148,126,2043,253,97486,2016-11-13,16,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,46,954,6,3,0.943396,0.628931,0.314465,2016-11-13,0.969142,0.986947,43,47,NA,97,19,11,217,75,21987,2016-11-13,16,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,46,1163,19,1,1.71969,1.63371,0.0859845,2016-11-13,0.903373,0.932093,104,95,NA,189,21,15,424,121,45489,2016-11-13,16,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,46,1223,15,1,1.30826,1.22649,0.0817661,2016-11-13,1.6706,1.51483,352,245,NA,677,140,153,1567,240,103444,2016-11-13,16,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,46,1013,88,1,8.78578,8.68707,0.0987167,2016-11-13,0.678181,0.733148,35,12,NA,48,3,5,103,81,14049,2016-11-13,16,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,47,915,8,4,1.31148,0.874317,0.437158,2016-11-20,0.975827,0.788407,115,29,NA,104,20,16,284,144,36022,2016-11-20,17,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,47,1872,39,3,2.24359,2.08333,0.160256,2016-11-20,3.25846,2.73019,1409,458,NA,992,202,160,3221,184,117977,2016-11-20,17,2016/2017,hhs2,3
HHS Regions,hhs3,2016,47,1229,12,4,1.30187,0.976404,0.325468,2016-11-20,1.74561,2.09089,769,576,NA,789,177,144,2455,300,117414,2016-11-20,17,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,47,4167,149,118,6.40749,3.57571,2.83177,2016-11-20,2.19048,2.50169,1115,613,NA,1000,268,156,3152,328,125995,2016-11-20,17,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,47,3299,37,9,1.39436,1.12155,0.27281,2016-11-20,1.26992,1.51988,418,208,NA,407,113,86,1232,284,81059,2016-11-20,17,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,47,2727,39,21,2.20022,1.43014,0.770077,2016-11-20,2.46228,2.23475,693,359,NA,534,154,127,1867,265,83544,2016-11-20,17,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,47,881,13,2,1.70261,1.4756,0.227015,2016-11-20,1.41247,1.55282,55,50,NA,75,20,18,218,76,14039,2016-11-20,17,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,47,1194,30,1,2.59631,2.51256,0.0837521,2016-11-20,0.7899,1.01375,115,77,NA,157,15,20,384,118,37879,2016-11-20,17,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,47,1173,26,6,2.72805,2.21654,0.511509,2016-11-20,1.9819,1.74891,322,250,NA,473,129,132,1306,232,74675,2016-11-20,17,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,47,1063,98,1,9.31326,9.21919,0.0940734,2016-11-20,0.825517,0.893395,21,14,NA,36,10,8,89,80,9962,2016-11-20,17,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,48,1135,29,3,2.81938,2.55507,0.264317,2016-11-27,0.872621,0.709757,125,48,NA,167,23,21,384,138,54103,2016-11-27,18,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,48,2315,69,14,3.58531,2.98056,0.604752,2016-11-27,3.18884,2.64438,1623,544,NA,1150,241,160,3718,175,140600,2016-11-27,18,2016/2017,hhs2,3
HHS Regions,hhs3,2016,48,1491,23,6,1.945,1.54259,0.402414,2016-11-27,1.4863,1.88844,757,688,NA,799,223,153,2620,296,138739,2016-11-27,18,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,48,4481,154,108,5.84691,3.43673,2.41018,2016-11-27,1.95173,2.23278,931,820,NA,1223,304,247,3525,327,157875,2016-11-27,18,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,48,4042,36,13,1.21227,0.890648,0.321623,2016-11-27,1.24656,1.37543,467,289,NA,572,122,92,1542,294,112110,2016-11-27,18,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,48,3075,35,27,2.01626,1.13821,0.878049,2016-11-27,2.40277,2.26631,721,418,NA,679,196,138,2152,267,94956,2016-11-27,18,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,48,1004,20,3,2.29084,1.99203,0.298805,2016-11-27,1.38821,1.37507,63,68,NA,127,26,38,322,78,23417,2016-11-27,18,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,48,1407,49,0,3.48259,3.48259,0,2016-11-27,1.26446,1.12139,124,106,NA,234,29,28,521,119,46460,2016-11-27,18,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,48,1526,37,8,2.94889,2.42464,0.524246,2016-11-27,1.8794,1.71045,365,322,NA,652,188,168,1695,229,99097,2016-11-27,18,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,48,1066,80,1,7.5985,7.50469,0.0938086,2016-11-27,0.799749,0.878845,33,23,NA,52,7,11,126,78,14337,2016-11-27,18,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,49,1042,18,5,2.20729,1.72745,0.479846,2016-12-04,0.940337,0.796494,163,52,NA,164,25,14,418,135,52480,2016-12-04,19,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,49,1750,62,2,3.65714,3.54286,0.114286,2016-12-04,3.26288,2.84682,1798,579,NA,1210,247,186,4020,187,141210,2016-12-04,19,2016/2017,hhs2,3
HHS Regions,hhs3,2016,49,1508,31,5,2.38727,2.0557,0.331565,2016-12-04,1.62466,1.97832,793,625,NA,869,226,140,2653,303,134104,2016-12-04,19,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,49,4449,223,102,7.30501,5.01236,2.29265,2016-12-04,1.82126,2.1001,861,611,NA,1138,270,196,3076,327,146469,2016-12-04,19,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,49,3987,73,20,2.33258,1.83095,0.50163,2016-12-04,1.48693,1.6194,507,310,NA,624,146,109,1696,295,104730,2016-12-04,19,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,49,2799,56,31,3.10825,2.00071,1.10754,2016-12-04,2.82032,2.49355,747,497,NA,766,209,150,2369,274,95005,2016-12-04,19,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,49,1078,18,1,1.76252,1.66976,0.0927644,2016-12-04,1.19221,1.21488,59,60,NA,99,12,13,243,72,20002,2016-12-04,19,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,49,1397,60,4,4.58125,4.29492,0.286328,2016-12-04,1.14529,1.14724,135,107,NA,203,38,29,512,120,44629,2016-12-04,19,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,49,1431,55,10,4.54228,3.84347,0.698812,2016-12-04,2.03474,1.96259,419,331,NA,697,225,203,1875,230,95537,2016-12-04,19,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,49,1123,100,0,8.90472,8.90472,0,2016-12-04,0.719056,0.782794,19,16,NA,42,15,7,99,70,12647,2016-12-04,19,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,50,1115,40,4,3.94619,3.58744,0.358744,2016-12-11,1.04872,0.918111,168,48,NA,213,15,27,471,141,51301,2016-12-11,20,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,50,2388,146,8,6.44891,6.1139,0.335008,2016-12-11,3.4030300000000002,3.13935,1671,602,NA,1534,255,204,4266,185,135888,2016-12-11,20,2016/2017,hhs2,3
HHS Regions,hhs3,2016,50,1593,52,3,3.45261,3.26428,0.188324,2016-12-11,1.91967,2.17105,789,717,NA,944,246,125,2821,296,129937,2016-12-11,20,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,50,4865,401,135,11.0175,8.24255,2.77492,2016-12-11,2.27691,2.57596,954,720,NA,1306,292,183,3455,321,134125,2016-12-11,20,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,50,4218,101,19,2.84495,2.3945,0.45045,2016-12-11,1.55394,1.74084,557,328,NA,618,144,85,1732,293,99492,2016-12-11,20,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,50,3525,138,28,4.70922,3.91489,0.794326,2016-12-11,3.2992,2.87617,868,516,NA,930,228,132,2674,266,92971,2016-12-11,20,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,50,1079,33,1,3.15107,3.05839,0.0926784,2016-12-11,1.26776,1.27988,62,63,NA,91,31,18,265,73,20705,2016-12-11,20,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,50,1607,128,3,8.15184,7.96515,0.186683,2016-12-11,1.29771,1.41439,152,96,NA,227,40,18,533,118,37684,2016-12-11,20,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,50,1737,92,7,5.69948,5.29649,0.402994,2016-12-11,2.31372,2.12355,470,369,NA,784,221,213,2057,229,96866,2016-12-11,20,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,50,1349,228,2,17.0497,16.9014,0.148258,2016-12-11,1.56999,1.60619,53,32,NA,77,13,14,189,78,11767,2016-12-11,20,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,51,1291,96,9,8.13323,7.4361,0.697134,2016-12-18,1.16982,1.03371,184,50,NA,168,40,21,463,136,44790,2016-12-18,21,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,51,2883,365,17,13.2501,12.6604,0.589664,2016-12-18,4.54373,4.01508,1899,817,NA,2224,346,284,5570,189,138727,2016-12-18,21,2016/2017,hhs2,3
HHS Regions,hhs3,2016,51,1694,81,14,5.60803,4.78158,0.826446,2016-12-18,2.22379,2.58874,864,835,NA,1052,359,206,3316,299,128093,2016-12-18,21,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,51,5999,656,161,13.6189,10.9352,2.68378,2016-12-18,2.92861,3.71975,1272,875,NA,1420,371,244,4182,317,112427,2016-12-18,21,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,51,4539,194,41,5.17735,4.27407,0.903283,2016-12-18,1.84416,2.02093,594,295,NA,587,162,104,1742,292,86198,2016-12-18,21,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,51,3655,216,73,7.90698,5.90971,1.99726,2016-12-18,3.75623,3.37127,998,634,NA,860,286,217,2995,267,88839,2016-12-18,21,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,51,1198,70,4,6.17696,5.84307,0.33389,2016-12-18,1.75768,1.86084,71,75,NA,103,35,19,303,73,16283,2016-12-18,21,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,51,2009,303,11,15.6297,15.0821,0.547536,2016-12-18,2.0834,2.15634,179,111,NA,317,47,29,683,107,31674,2016-12-18,21,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,51,1900,137,6,7.52632,7.21053,0.315789,2016-12-18,2.75818,2.53852,555,371,NA,680,253,276,2135,226,84104,2016-12-18,21,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,51,1766,445,5,25.4813,25.1982,0.283126,2016-12-18,2.20108,2.01212,37,36,NA,58,24,21,176,71,8747,2016-12-18,21,2016/2017,hhs10,1.1
HHS Regions,hhs1,2016,52,1951,234,13,12.6602,11.9938,0.666325,2016-12-25,1.41861,1.33674,198,42,NA,114,43,32,429,136,32093,2016-12-25,22,2016/2017,hhs1,1.4
HHS Regions,hhs2,2016,52,3829,792,15,21.076,20.6843,0.391747,2016-12-25,6.04479,5.0999,2309,1114,NA,2487,482,331,6723,160,131826,2016-12-25,22,2016/2017,hhs2,3
HHS Regions,hhs3,2016,52,2154,206,28,10.8635,9.5636,1.29991,2016-12-25,3.0510100000000002,3.21415,1076,1096,NA,1015,579,467,4233,291,131699,2016-12-25,22,2016/2017,hhs3,2.2
HHS Regions,hhs4,2016,52,6182,666,155,13.2805,10.7732,2.50728,2016-12-25,3.37282,4.03416,1380,992,NA,1211,471,367,4421,318,109589,2016-12-25,22,2016/2017,hhs4,1.7
HHS Regions,hhs5,2016,52,5649,386,55,7.80669,6.83307,0.973624,2016-12-25,2.36953,2.58476,695,395,NA,575,182,190,2037,277,78808,2016-12-25,22,2016/2017,hhs5,1.9
HHS Regions,hhs6,2016,52,4436,274,78,7.93508,6.17674,1.75834,2016-12-25,4.15913,3.74427,1109,811,NA,755,412,304,3391,263,90565,2016-12-25,22,2016/2017,hhs6,4.1
HHS Regions,hhs7,2016,52,1357,99,7,7.81135,7.2955,0.515844,2016-12-25,2.69374,2.646,100,120,NA,90,57,24,391,73,14777,2016-12-25,22,2016/2017,hhs7,1.8
HHS Regions,hhs8,2016,52,2678,528,7,19.9776,19.7162,0.261389,2016-12-25,1.45497,2.40127,169,144,NA,199,52,41,605,103,25195,2016-12-25,22,2016/2017,hhs8,1.4
HHS Regions,hhs9,2016,52,2273,195,28,9.81082,8.57897,1.23185,2016-12-25,3.30484,2.95641,604,432,NA,609,316,351,2312,232,78203,2016-12-25,22,2016/2017,hhs9,2.5
HHS Regions,hhs10,2016,52,2764,890,2,32.2721,32.1997,0.0723589,2016-12-25,3.83341,4.06172,72,101,NA,89,58,38,358,75,8814,2016-12-25,22,2016/2017,hhs10,1.1
HHS Regions,hhs1,2017,1,2070,223,20,11.7391,10.7729,0.966184,2017-01-01,1.57644,1.26449,175,63,NA,165,72,52,527,137,41677,2017-01-01,23,2016/2017,hhs1,1.4
HHS Regions,hhs2,2017,1,4169,703,28,17.5342,16.8626,0.671624,2017-01-01,5.34376,4.15711,1922,1116,NA,1800,505,405,5748,173,138269,2017-01-01,23,2016/2017,hhs2,3
HHS Regions,hhs3,2017,1,2418,203,32,9.71878,8.39537,1.32341,2017-01-01,2.70326,2.89289,891,1187,NA,1074,558,436,4146,307,143317,2017-01-01,23,2016/2017,hhs3,2.2
HHS Regions,hhs4,2017,1,5649,542,117,11.6658,9.59462,2.07116,2017-01-01,2.91179,3.30407,1021,1053,NA,1239,501,368,4182,334,126571,2017-01-01,23,2016/2017,hhs4,1.7
HHS Regions,hhs5,2017,1,6205,462,70,8.57373,7.44561,1.12812,2017-01-01,2.10416,2.35385,757,434,NA,589,216,175,2171,298,92232,2017-01-01,23,2016/2017,hhs5,1.9
HHS Regions,hhs6,2017,1,4345,325,82,9.36709,7.47986,1.88723,2017-01-01,4.03886,3.56561,950,941,NA,823,405,297,3416,273,95804,2017-01-01,23,2016/2017,hhs6,4.1
HHS Regions,hhs7,2017,1,1510,141,10,10,9.33775,0.662252,2017-01-01,2.90667,2.86315,121,137,NA,127,50,42,477,74,16660,2017-01-01,23,2016/2017,hhs7,1.8
HHS Regions,hhs8,2017,1,2718,397,5,14.7903,14.6063,0.183959,2017-01-01,2.25932,2.32095,194,159,NA,228,69,61,711,113,30634,2017-01-01,23,2016/2017,hhs8,1.4
