region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,season_week,season,regionnew,baseline
HHS Regions,hhs7,2015,44,783,2,4,0.766284,0.255428,0.510856,2015-11-01,1.15375,1.22368,65,72,NA,89,30,20,276,79,22555,2015-11-01,14,2015/2016,hhs7,1.7
HHS Regions,hhs8,2015,44,1028,1,1,0.194553,0.0972763,0.0972763,2015-11-01,0.721433,1.12098,99,114,NA,196,27,21,457,121,40768,2015-11-01,14,2015/2016,hhs8,1.4
HHS Regions,hhs9,2015,44,1107,11,3,1.26468,0.993677,0.271003,2015-11-01,1.70585,1.61488,280,209,NA,592,113,150,1344,261,83226,2015-11-01,14,2015/2016,hhs9,2.6
HHS Regions,hhs10,2015,44,476,1,1,0.420168,0.210084,0.210084,2015-11-01,0.526763,0.545378,19,14,NA,32,8,5,78,83,14302,2015-11-01,14,2015/2016,hhs10,1.1
HHS Regions,hhs1,2015,45,682,2,1,0.439883,0.293255,0.146628,2015-11-08,0.767975,0.731683,99,65,NA,164,17,23,368,140,50295,2015-11-08,15,2015/2016,hhs1,1.3
HHS Regions,hhs2,2015,45,1443,6,2,0.554401,0.4158,0.1386,2015-11-08,1.07336,1.46322,735,276,NA,570,114,99,1794,197,122606,2015-11-08,15,2015/2016,hhs2,2.3
HHS Regions,hhs3,2015,45,1203,3,0,0.249377,0.249377,0,2015-11-08,1.57587,1.63328,606,581,NA,805,167,116,2275,283,139290,2015-11-08,15,2015/2016,hhs3,1.8
HHS Regions,hhs4,2015,45,3401,57,59,3.41076,1.67598,1.73478,2015-11-08,1.0871,1.25194,510,320,NA,709,124,89,1752,315,139943,2015-11-08,15,2015/2016,hhs4,1.6
HHS Regions,hhs5,2015,45,2623,23,3,0.991231,0.876859,0.114373,2015-11-08,1.30849,1.45087,509,293,NA,640,132,97,1671,292,115172,2015-11-08,15,2015/2016,hhs5,1.9
HHS Regions,hhs6,2015,45,2254,20,15,1.5528,0.887311,0.665484,2015-11-08,3.26718,2.59119,735,590,NA,963,208,109,2605,263,100533,2015-11-08,15,2015/2016,hhs6,3.6
HHS Regions,hhs7,2015,45,715,1,0,0.13986,0.13986,0,2015-11-08,1.20878,1.26729,78,67,NA,107,22,10,284,81,22410,2015-11-08,15,2015/2016,hhs7,1.7
HHS Regions,hhs8,2015,45,1102,2,0,0.181488,0.181488,0,2015-11-08,0.744407,1.11605,124,93,NA,190,35,15,457,120,40948,2015-11-08,15,2015/2016,hhs8,1.4
HHS Regions,hhs9,2015,45,1161,8,5,1.11972,0.689061,0.430663,2015-11-08,1.73921,1.62788,318,210,NA,526,113,169,1336,261,82070,2015-11-08,15,2015/2016,hhs9,2.6
HHS Regions,hhs10,2015,45,464,0,1,0.215517,0,0.215517,2015-11-08,0.891904,0.98457,32,22,NA,51,11,18,134,76,13610,2015-11-08,15,2015/2016,hhs10,1.1
HHS Regions,hhs1,2015,46,779,1,1,0.256739,0.12837,0.12837,2015-11-15,0.736201,0.667117,89,55,NA,174,14,14,346,139,51865,2015-11-15,16,2015/2016,hhs1,1.3
HHS Regions,hhs2,2015,46,1512,4,3,0.462963,0.26455,0.198413,2015-11-15,1.3633,1.64908,862,302,NA,664,106,91,2025,187,122796,2015-11-15,16,2015/2016,hhs2,2.3
HHS Regions,hhs3,2015,46,1239,2,6,0.645682,0.161421,0.484262,2015-11-15,1.72001,1.79133,625,571,NA,961,184,127,2468,281,137775,2015-11-15,16,2015/2016,hhs3,1.8
HHS Regions,hhs4,2015,46,3393,36,56,2.71146,1.06101,1.65046,2015-11-15,1.26322,1.40808,617,391,NA,795,145,89,2037,320,144665,2015-11-15,16,2015/2016,hhs4,1.6
HHS Regions,hhs5,2015,46,2735,15,8,0.840951,0.548446,0.292505,2015-11-15,1.24532,1.37789,479,306,NA,547,134,91,1557,289,112999,2015-11-15,16,2015/2016,hhs5,1.9
HHS Regions,hhs6,2015,46,2116,20,17,1.74858,0.94518,0.803403,2015-11-15,3.27454,2.62398,683,597,NA,969,262,150,2661,265,101411,2015-11-15,16,2015/2016,hhs6,3.6
HHS Regions,hhs7,2015,46,689,2,4,0.870827,0.290276,0.580552,2015-11-15,1.05016,1.15463,63,64,NA,91,18,19,255,80,22085,2015-11-15,16,2015/2016,hhs7,1.7
HHS Regions,hhs8,2015,46,1038,0,0,0,0,0,2015-11-15,0.776688,1.05763,122,107,NA,171,25,9,434,119,41035,2015-11-15,16,2015/2016,hhs8,1.4
HHS Regions,hhs9,2015,46,1200,4,2,0.5,0.333333,0.166667,2015-11-15,1.98744,1.78616,373,237,NA,676,127,171,1584,261,88682,2015-11-15,16,2015/2016,hhs9,2.6
HHS Regions,hhs10,2015,46,549,0,1,0.182149,0,0.182149,2015-11-15,0.699363,0.778391,47,26,NA,28,11,5,117,82,15031,2015-11-15,16,2015/2016,hhs10,1.1
HHS Regions,hhs1,2015,47,788,2,1,0.380711,0.253807,0.126904,2015-11-22,0.954736,0.789195,77,39,NA,107,13,17,253,134,32058,2015-11-22,17,2015/2016,hhs1,1.3
HHS Regions,hhs2,2015,47,1374,11,4,1.0917,0.800582,0.291121,2015-11-22,1.35069,1.79388,894,274,NA,563,116,82,1929,188,107532,2015-11-22,17,2015/2016,hhs2,2.3
HHS Regions,hhs3,2015,47,1041,1,3,0.384246,0.0960615,0.288184,2015-11-22,2.17414,2.0787,721,519,NA,907,182,127,2456,283,118151,2015-11-22,17,2015/2016,hhs3,1.8
HHS Regions,hhs4,2015,47,3725,75,64,3.73154,2.01342,1.71812,2015-11-22,1.56158,1.71174,601,342,NA,566,126,89,1724,311,100716,2015-11-22,17,2015/2016,hhs4,1.6
HHS Regions,hhs5,2015,47,2529,10,5,0.59312,0.395413,0.197707,2015-11-22,1.43337,1.53387,398,251,NA,443,133,66,1291,285,84166,2015-11-22,17,2015/2016,hhs5,1.9
HHS Regions,hhs6,2015,47,2464,12,11,0.933442,0.487013,0.446429,2015-11-22,4.08707,3.11083,750,602,NA,807,258,149,2566,270,82486,2015-11-22,17,2015/2016,hhs6,3.6
HHS Regions,hhs7,2015,47,617,0,1,0.162075,0,0.162075,2015-11-22,1.31092,1.43597,48,63,NA,66,18,13,208,78,14485,2015-11-22,17,2015/2016,hhs7,1.7
HHS Regions,hhs8,2015,47,1103,2,1,0.271985,0.181324,0.0906618,2015-11-22,0.997922,1.50242,149,86,NA,197,39,19,490,120,32614,2015-11-22,17,2015/2016,hhs8,1.4
HHS Regions,hhs9,2015,47,1060,5,1,0.566038,0.471698,0.0943396,2015-11-22,2.2437,1.96048,305,233,NA,393,86,138,1155,256,58914,2015-11-22,17,2015/2016,hhs9,2.6
HHS Regions,hhs10,2015,47,533,1,1,0.375235,0.187617,0.187617,2015-11-22,0.82039,0.998143,31,18,NA,24,10,3,86,75,8616,2015-11-22,17,2015/2016,hhs10,1.1
HHS Regions,hhs1,2015,48,780,2,1,0.384615,0.25641,0.128205,2015-11-29,0.807851,0.772896,117,54,NA,183,33,12,399,148,51624,2015-11-29,18,2015/2016,hhs1,1.3
HHS Regions,hhs2,2015,48,1661,15,2,1.02348,0.90307,0.120409,2015-11-29,1.57092,1.98748,1164,333,NA,835,146,81,2559,196,128756,2015-11-29,18,2015/2016,hhs2,2.3
HHS Regions,hhs3,2015,48,1204,4,2,0.498339,0.332226,0.166113,2015-11-29,1.83996,1.94492,780,712,NA,927,220,131,2770,290,142422,2015-11-29,18,2015/2016,hhs3,1.8
HHS Regions,hhs4,2015,48,3270,66,49,3.51682,2.01835,1.49847,2015-11-29,1.31254,1.47822,616,466,NA,738,179,100,2099,315,141995,2015-11-29,18,2015/2016,hhs4,1.6
HHS Regions,hhs5,2015,48,2883,15,4,0.659036,0.520291,0.138744,2015-11-29,1.14488,1.35145,473,285,NA,564,139,88,1549,292,114618,2015-11-29,18,2015/2016,hhs5,1.9
HHS Regions,hhs6,2015,48,2494,12,11,0.922213,0.481155,0.441059,2015-11-29,3.638,2.82482,735,713,NA,911,288,180,2827,271,100077,2015-11-29,18,2015/2016,hhs6,3.6
HHS Regions,hhs7,2015,48,752,4,0,0.531915,0.531915,0,2015-11-29,0.95359,1.05228,49,53,NA,85,23,12,222,78,21097,2015-11-29,18,2015/2016,hhs7,1.7
HHS Regions,hhs8,2015,48,1253,4,1,0.399042,0.319234,0.0798085,2015-11-29,0.725679,1.01152,114,82,NA,171,39,19,425,121,42016,2015-11-29,18,2015/2016,hhs8,1.4
HHS Regions,hhs9,2015,48,1279,12,7,1.48554,0.938233,0.547303,2015-11-29,2.00403,1.92103,369,293,NA,623,157,197,1639,252,85319,2015-11-29,18,2015/2016,hhs9,2.6
HHS Regions,hhs10,2015,48,625,11,4,2.4,1.76,0.64,2015-11-29,0.812498,0.923988,52,20,NA,39,8,9,128,77,13853,2015-11-29,18,2015/2016,hhs10,1.1
HHS Regions,hhs1,2015,49,821,2,5,0.852619,0.243605,0.609013,2015-12-06,0.975831,0.837658,115,63,NA,210,22,21,431,150,51453,2015-12-06,19,2015/2016,hhs1,1.3
HHS Regions,hhs2,2015,49,1670,14,4,1.07784,0.838323,0.239521,2015-12-06,1.86092,2.19425,1317,347,NA,935,153,82,2834,191,129156,2015-12-06,19,2015/2016,hhs2,2.3
HHS Regions,hhs3,2015,49,1337,2,1,0.224383,0.149589,0.0747943,2015-12-06,2.02023,2.07605,788,686,NA,1068,206,161,2909,289,140122,2015-12-06,19,2015/2016,hhs3,1.8
HHS Regions,hhs4,2015,49,3573,66,62,3.58242,1.84719,1.73524,2015-12-06,1.33302,1.52444,576,430,NA,764,176,98,2044,303,134082,2015-12-06,19,2015/2016,hhs4,1.6
HHS Regions,hhs5,2015,49,2968,15,7,0.74124,0.505391,0.235849,2015-12-06,1.38051,1.53142,487,291,NA,670,172,116,1736,294,113359,2015-12-06,19,2015/2016,hhs5,1.9
HHS Regions,hhs6,2015,49,2481,14,13,1.08827,0.564289,0.523982,2015-12-06,3.6785,2.74956,731,681,NA,814,299,152,2677,260,97361,2015-12-06,19,2015/2016,hhs6,3.6
HHS Regions,hhs7,2015,49,749,6,2,1.06809,0.801068,0.267023,2015-12-06,0.912263,1.02175,54,51,NA,72,15,18,210,80,20553,2015-12-06,19,2015/2016,hhs7,1.7
HHS Regions,hhs8,2015,49,1238,6,5,0.88853,0.484653,0.403877,2015-12-06,0.891982,1.1021,134,89,NA,186,32,24,465,121,42192,2015-12-06,19,2015/2016,hhs8,1.4
HHS Regions,hhs9,2015,49,1214,8,3,0.906096,0.658979,0.247117,2015-12-06,2.0343,1.95267,341,252,NA,638,171,197,1599,251,81888,2015-12-06,19,2015/2016,hhs9,2.6
HHS Regions,hhs10,2015,49,622,7,4,1.76849,1.1254,0.643087,2015-12-06,0.594886,0.6004,32,12,NA,27,6,4,81,81,13491,2015-12-06,19,2015/2016,hhs10,1.1
HHS Regions,hhs1,2015,50,842,1,2,0.356295,0.118765,0.23753,2015-12-13,1.03668,0.838048,119,61,NA,173,24,20,397,142,47372,2015-12-13,20,2015/2016,hhs1,1.3
HHS Regions,hhs2,2015,50,1835,12,5,0.926431,0.653951,0.27248,2015-12-13,1.74541,2.28485,1382,375,NA,887,157,108,2909,197,127317,2015-12-13,20,2015/2016,hhs2,2.3
HHS Regions,hhs3,2015,50,1295,2,2,0.30888,0.15444,0.15444,2015-12-13,2.27837,2.28721,960,689,NA,1084,253,179,3165,288,138378,2015-12-13,20,2015/2016,hhs3,1.8
HHS Regions,hhs4,2015,50,4058,162,130,7.19566,3.99211,3.20355,2015-12-13,1.4868,1.74325,687,413,NA,854,176,135,2265,307,129930,2015-12-13,20,2015/2016,hhs4,1.6
HHS Regions,hhs5,2015,50,2954,16,5,0.7109,0.541638,0.169262,2015-12-13,1.44161,1.56788,497,303,NA,583,152,94,1629,292,103898,2015-12-13,20,2015/2016,hhs5,1.9
HHS Regions,hhs6,2015,50,2613,13,15,1.07157,0.497512,0.574053,2015-12-13,3.75233,2.91253,807,700,NA,735,279,179,2700,256,92703,2015-12-13,20,2015/2016,hhs6,3.6
HHS Regions,hhs7,2015,50,757,8,2,1.321,1.0568,0.264201,2015-12-13,1.19874,1.25181,59,63,NA,90,20,10,242,81,19332,2015-12-13,20,2015/2016,hhs7,1.7
HHS Regions,hhs8,2015,50,1235,4,14,1.45749,0.323887,1.1336,2015-12-13,0.895779,1.31136,166,83,NA,208,31,26,514,119,39196,2015-12-13,20,2015/2016,hhs8,1.4
HHS Regions,hhs9,2015,50,1233,14,10,1.94647,1.13544,0.81103,2015-12-13,2.13484,2.0329,421,264,NA,465,154,189,1493,243,73442,2015-12-13,20,2015/2016,hhs9,2.6
HHS Regions,hhs10,2015,50,536,12,7,3.54478,2.23881,1.30597,2015-12-13,0.658719,0.703319,37,12,NA,26,4,3,82,75,11659,2015-12-13,20,2015/2016,hhs10,1.1
HHS Regions,hhs1,2015,51,886,9,2,1.24153,1.0158,0.225734,2015-12-20,1.38302,1.10902,117,42,NA,120,20,19,318,134,28674,2015-12-20,21,2015/2016,hhs1,1.3
HHS Regions,hhs2,2015,51,1701,11,4,0.881834,0.646678,0.235156,2015-12-20,2.29498,2.74702,1520,343,NA,803,130,129,2925,198,106479,2015-12-20,21,2015/2016,hhs2,2.3
HHS Regions,hhs3,2015,51,1295,8,7,1.1583,0.617761,0.540541,2015-12-20,2.81511,2.69939,1054,738,NA,945,278,178,3193,274,118286,2015-12-20,21,2015/2016,hhs3,1.8
HHS Regions,hhs4,2015,51,3618,92,84,4.86457,2.54284,2.32172,2015-12-20,1.86992,2.16333,683,420,NA,743,190,138,2174,305,100493,2015-12-20,21,2015/2016,hhs4,1.6
HHS Regions,hhs5,2015,51,2831,25,7,1.13034,0.88308,0.247262,2015-12-20,1.8278,2.02272,562,250,NA,429,158,116,1515,284,74899,2015-12-20,21,2015/2016,hhs5,1.9
HHS Regions,hhs6,2015,51,2795,27,25,1.86047,0.966011,0.894454,2015-12-20,4.27091,3.27205,807,678,NA,691,260,198,2634,263,80500,2015-12-20,21,2015/2016,hhs6,3.6
HHS Regions,hhs7,2015,51,692,1,3,0.578035,0.144509,0.433526,2015-12-20,1.39056,1.40241,51,49,NA,51,20,12,183,80,13049,2015-12-20,21,2015/2016,hhs7,1.7
HHS Regions,hhs8,2015,51,1201,18,13,2.58118,1.49875,1.08243,2015-12-20,1.15229,1.58047,142,123,NA,170,41,27,503,119,31826,2015-12-20,21,2015/2016,hhs8,1.4
HHS Regions,hhs9,2015,51,1333,23,18,3.07577,1.72543,1.35034,2015-12-20,2.80184,2.59693,418,228,NA,352,158,195,1351,245,52023,2015-12-20,21,2015/2016,hhs9,2.6
HHS Regions,hhs10,2015,51,526,6,3,1.71103,1.14068,0.570342,2015-12-20,0.66188,0.623279,23,5,NA,13,1,1,43,76,6899,2015-12-20,21,2015/2016,hhs10,1.1
HHS Regions,hhs1,2015,52,991,6,1,0.706357,0.605449,0.100908,2015-12-27,1.59869,1.27352,122,55,NA,128,27,20,352,133,27640,2015-12-27,22,2015/2016,hhs1,1.3
HHS Regions,hhs2,2015,52,1774,23,13,2.02931,1.29651,0.732807,2015-12-27,2.30133,2.94139,1723,434,NA,787,150,135,3229,191,109778,2015-12-27,22,2015/2016,hhs2,2.3
HHS Regions,hhs3,2015,52,1596,10,6,1.00251,0.626566,0.37594,2015-12-27,2.97706,2.64344,1172,781,NA,857,349,267,3426,277,129604,2015-12-27,22,2015/2016,hhs3,1.8
HHS Regions,hhs4,2015,52,3950,109,108,5.49367,2.75949,2.73418,2015-12-27,1.72166,1.87398,663,435,NA,650,225,149,2122,302,113235,2015-12-27,22,2015/2016,hhs4,1.6
HHS Regions,hhs5,2015,52,3316,15,6,0.633293,0.452352,0.180941,2015-12-27,1.73677,1.90992,550,279,NA,367,162,124,1482,283,77595,2015-12-27,22,2015/2016,hhs5,1.9
HHS Regions,hhs6,2015,52,2808,20,16,1.28205,0.712251,0.569801,2015-12-27,4.63939,3.29259,815,804,NA,608,368,231,2826,258,85829,2015-12-27,22,2015/2016,hhs6,3.6
HHS Regions,hhs7,2015,52,777,4,0,0.514801,0.514801,0,2015-12-27,1.55082,1.54091,40,60,NA,52,18,24,194,79,12590,2015-12-27,22,2015/2016,hhs7,1.7
HHS Regions,hhs8,2015,52,1506,24,19,2.85525,1.59363,1.26162,2015-12-27,1.49666,1.77308,181,148,NA,176,55,39,599,119,33783,2015-12-27,22,2015/2016,hhs8,1.4
HHS Regions,hhs9,2015,52,1465,40,19,4.0273,2.73038,1.29693,2015-12-27,3.04687,2.65453,407,260,NA,368,160,190,1385,230,52175,2015-12-27,22,2015/2016,hhs9,2.6
HHS Regions,hhs10,2015,52,682,13,12,3.66569,1.90616,1.75953,2015-12-27,0.791975,0.787498,27,8,NA,18,10,1,64,77,8127,2015-12-27,22,2015/2016,hhs10,1.1
HHS Regions,hhs1,2016,1,1181,12,5,1.43946,1.01609,0.42337,2016-01-03,1.32779,1.04943,141,95,NA,154,40,25,455,138,43357,2016-01-03,23,2015/2016,hhs1,1.3
HHS Regions,hhs2,2016,1,2336,27,5,1.36986,1.15582,0.214041,2016-01-03,1.77591,2.36206,1266,475,NA,760,224,145,2870,191,121504,2016-01-03,23,2015/2016,hhs2,2.3
HHS Regions,hhs3,2016,1,1637,6,3,0.549786,0.366524,0.183262,2016-01-03,2.38365,2.26008,827,833,NA,891,314,188,3053,281,135084,2016-01-03,23,2015/2016,hhs3,1.8
HHS Regions,hhs4,2016,1,3497,94,54,4.2322,2.68802,1.54418,2016-01-03,1.36654,1.52148,617,475,NA,662,201,133,2088,321,137235,2016-01-03,23,2015/2016,hhs4,1.6
HHS Regions,hhs5,2016,1,3510,56,12,1.93732,1.59544,0.34188,2016-01-03,1.40441,1.66397,561,339,NA,512,191,134,1737,290,104389,2016-01-03,23,2015/2016,hhs5,1.9
HHS Regions,hhs6,2016,1,2838,34,17,1.79704,1.19803,0.599013,2016-01-03,3.77153,2.85428,655,754,NA,653,345,213,2620,258,91792,2016-01-03,23,2015/2016,hhs6,3.6
HHS Regions,hhs7,2016,1,767,7,3,1.30378,0.912647,0.391134,2016-01-03,1.41906,1.42283,62,83,NA,55,34,21,255,74,17922,2016-01-03,23,2015/2016,hhs7,1.7
