region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date,a_2009_h1n1,a_h1,a_h3,a_subtyping_not_performed,a_unable_to_subtype,b,h3n2v,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,season_week,season,regionnew,baseline,season_week_date,season_week_label,rili_minus,avg_rili_minus1,sd_rili_minus1,max_rili_minus,avg_rili_minus,sd_rili_minus,z_score,z_score_bin,rili_minus_is_max
HHS Regions,hhs6,2015,41,1952,10,16,1.33197,0.512295,0.819672,2015-10-11,NA,NA,NA,NA,NA,NA,NA,2.80592,2.19389,640,483,NA,765,203,110,2201,265,100324,2015-10-11,11,2015/2016,hhs6,3.6,NA,NA,0.7690405520488889,0.4780437571610724,0.4146402073328914,2.0971719572916663,0.4771631298527992,0.3825407703249656,0.7629969008222103,"(0,1]",FALSE
HHS Regions,hhs7,2015,41,690,5,5,1.44928,0.724638,0.724638,2015-10-11,NA,NA,NA,NA,NA,NA,NA,0.887407,0.927315,43,50,NA,74,18,19,204,77,21999,2015-10-11,11,2015/2016,hhs7,1.7,NA,NA,0.5144388163708234,0.5323321739530087,0.5385334907029539,2.790843053263158,0.5229168514492323,0.4880163958288994,-0.017372439022276753,"(-1,0]",FALSE
HHS Regions,hhs8,2015,41,843,3,0,0.355872,0.355872,0,2015-10-11,NA,NA,NA,NA,NA,NA,NA,0.672674,0.820126,76,68,NA,138,37,22,341,125,41579,2015-10-11,11,2015/2016,hhs8,1.4,NA,NA,0.47877152970194287,0.5918783343899602,0.848008447460415,4.340705164030769,0.5985101957155732,0.7797713982236189,-0.1535561143771168,"(-1,0]",FALSE
HHS Regions,hhs9,2015,41,926,23,3,2.80778,2.4838,0.323974,2015-10-11,NA,NA,NA,NA,NA,NA,NA,1.48977,1.34225,227,189,NA,445,101,140,1102,239,82101,2015-10-11,11,2015/2016,hhs9,2.6,NA,NA,0.556900206113077,0.5807260455462636,0.27538809533826136,1.3959774925,0.5847291599331036,0.2571389383209806,-0.10822535863972632,"(-1,0]",FALSE
HHS Regions,hhs10,2015,41,368,5,0,1.3587,1.3587,0,2015-10-11,NA,NA,NA,NA,NA,NA,NA,0.756054,0.759702,33,14,NA,42,14,8,111,79,14611,2015-10-11,11,2015/2016,hhs10,1.1,NA,NA,0.6779831766381819,0.6584342436377482,0.4693838625103792,2.0980894736842104,0.5865492328987978,0.4342571748118219,0.21055252288924287,"(0,1]",FALSE
HHS Regions,hhs1,2015,42,708,4,3,0.988701,0.564972,0.423729,2015-10-18,NA,NA,NA,NA,NA,NA,NA,0.721747,0.667951,83,48,NA,153,29,13,326,136,48806,2015-10-18,12,2015/2016,hhs1,1.3,NA,NA,0.5497008309180998,0.6421959543710527,0.5301852055192277,2.353097633016666,0.6292842705096771,0.5775725290780267,-0.13778951661467603,"(-1,0]",FALSE
HHS Regions,hhs2,2015,42,1395,1,2,0.215054,0.0716846,0.143369,2015-10-18,NA,NA,NA,NA,NA,NA,NA,1.23018,1.49285,687,299,NA,612,144,85,1827,191,122383,2015-10-18,12,2015/2016,hhs2,2.3,NA,NA,0.5337106298707828,0.8003947944866193,0.6398920277727859,2.4940923076923074,0.7546741855586906,0.6181356713573221,-0.3574677306726353,"(-1,0]",FALSE
HHS Regions,hhs3,2015,42,1013,5,9,1.38203,0.493583,0.88845,2015-10-18,NA,NA,NA,NA,NA,NA,NA,1.53341,1.60714,534,504,NA,817,176,124,2155,277,134089,2015-10-18,12,2015/2016,hhs3,1.8,NA,NA,0.8401210076538888,0.6568848136362604,0.292769466288788,1.501885616,0.6465995790161624,0.298379006324832,0.6485758868271321,"(0,1]",FALSE
HHS Regions,hhs4,2015,42,2981,61,13,2.48239,2.04629,0.436095,2015-10-18,NA,NA,NA,NA,NA,NA,NA,1.0487899999999999,1.18186,489,323,NA,628,137,69,1646,309,139272,2015-10-18,12,2015/2016,hhs4,1.6,NA,NA,0.6392218386993749,0.5710318630940922,0.29808132737935694,1.844007106075,0.5876074206486189,0.3063011065696526,0.1685087547635708,"(0,1]",FALSE
HHS Regions,hhs5,2015,42,2484,5,8,0.523349,0.201288,0.322061,2015-10-18,NA,NA,NA,NA,NA,NA,NA,1.06713,1.15997,401,232,NA,496,106,86,1321,290,113882,2015-10-18,12,2015/2016,hhs5,1.9,NA,NA,0.5587079925348947,0.668684175723293,0.4705593555451221,2.6106415561882352,0.6765523900380305,0.43365252717718356,-0.2717484394020064,"(-1,0]",FALSE
HHS Regions,hhs6,2015,42,1937,6,15,1.08415,0.309757,0.774393,2015-10-18,NA,NA,NA,NA,NA,NA,NA,2.98999,2.38991,661,585,NA,895,204,106,2451,268,102556,2015-10-18,12,2015/2016,hhs6,3.6,NA,NA,0.8215483398375001,0.5102615278274871,0.35753266808026446,1.8630113407500002,0.5022339545199564,0.36651626367152235,0.8712147780806754,"(0,1]",FALSE
HHS Regions,hhs7,2015,42,724,6,0,0.828729,0.828729,0,2015-10-18,NA,NA,NA,NA,NA,NA,NA,1.12273,1.12114,63,57,NA,89,20,22,251,78,22388,2015-10-18,12,2015/2016,hhs7,1.7,NA,NA,0.6549562417048824,0.5508681661781692,0.5755444711413154,3.045170697052632,0.5556390453410388,0.5383721267365914,0.18447685426410718,"(0,1]",FALSE
HHS Regions,hhs8,2015,42,876,2,2,0.456621,0.228311,0.228311,2015-10-18,NA,NA,NA,NA,NA,NA,NA,0.688796,0.880592,87,91,NA,138,19,15,350,122,39746,2015-10-18,12,2015/2016,hhs8,1.4,NA,NA,0.48975058058345716,0.6351807420410427,0.8453574833261581,4.3134602676923075,0.6055189525824729,0.7825614987124456,-0.14793517466613207,"(-1,0]",FALSE
HHS Regions,hhs9,2015,42,935,6,0,0.641711,0.641711,0,2015-10-18,NA,NA,NA,NA,NA,NA,NA,1.43902,1.34442,229,201,NA,499,108,124,1161,242,86357,2015-10-18,12,2015/2016,hhs9,2.6,NA,NA,0.5499175578337692,0.6026188414178244,0.2294506280279501,1.3038074487214286,0.6047151464044502,0.2540903899948793,-0.21566179095472837,"(-1,0]",FALSE
HHS Regions,hhs10,2015,42,388,1,0,0.257732,0.257732,0,2015-10-18,NA,NA,NA,NA,NA,NA,NA,0.550018,0.615385,29,17,NA,33,8,9,96,82,15600,2015-10-18,12,2015/2016,hhs10,1.1,NA,NA,0.4987276614620363,0.5701032828655102,0.27812384092476394,1.485755602681818,0.6177233674316711,0.39933880328764354,-0.2979818264340375,"(-1,0]",FALSE
HHS Regions,hhs1,2015,43,716,1,1,0.27933,0.139665,0.139665,2015-10-25,NA,NA,NA,NA,NA,NA,NA,0.767136,0.615777,69,26,NA,148,26,21,290,133,47095,2015-10-25,13,2015/2016,hhs1,1.3,NA,NA,0.5884562761624617,0.7368107228452251,0.8070649636649786,3.4375,0.7107291937923106,0.7330812634560285,-0.16679312884550768,"(-1,0]",FALSE
HHS Regions,hhs2,2015,43,1414,7,3,0.707214,0.49505,0.212164,2015-10-25,NA,NA,NA,NA,NA,NA,NA,1.10278,1.43604,701,317,NA,533,95,89,1735,198,120818,2015-10-25,13,2015/2016,hhs2,2.3,NA,NA,0.47607868932643493,0.7128626054632183,0.5537151164989939,2.46438448726087,0.8024288832658856,0.6803677624404318,-0.47966733868879263,"(-1,0]",FALSE
HHS Regions,hhs3,2015,43,1034,1,3,0.386847,0.0967118,0.290135,2015-10-25,NA,NA,NA,NA,NA,NA,NA,1.39535,1.42706,454,467,NA,740,168,110,1939,280,135874,2015-10-25,13,2015/2016,hhs3,1.8,NA,NA,0.7721956279919445,0.6778457559161774,0.3237776668995491,1.8021309263999998,0.7031446222448583,0.4011453045870085,0.17213464786326335,"(0,1]",FALSE
HHS Regions,hhs4,2015,43,2886,47,26,2.52945,1.62855,0.900901,2015-10-25,NA,NA,NA,NA,NA,NA,NA,1.07812,1.18476,494,284,NA,646,128,95,1647,306,139016,2015-10-25,13,2015/2016,hhs4,1.6,NA,NA,0.6567809335374999,0.6091914682041056,0.31505555988857303,1.9131482249549998,0.6224685367729276,0.2929983459765528,0.11710781728207494,"(0,1]",FALSE
HHS Regions,hhs5,2015,43,2594,13,6,0.73246,0.501157,0.231303,2015-10-25,NA,NA,NA,NA,NA,NA,NA,1.115,1.23559,407,249,NA,515,121,91,1383,288,111930,2015-10-25,13,2015/2016,hhs5,1.9,NA,NA,0.5825437215789474,0.7195911572339537,0.48755842510142744,2.7384712907647057,0.6984252377026505,0.47618764911743416,-0.24335262860865425,"(-1,0]",FALSE
HHS Regions,hhs6,2015,43,1774,20,5,1.40924,1.1274,0.281849,2015-10-25,NA,NA,NA,NA,NA,NA,NA,3.09627,2.33874,588,535,NA,819,217,98,2257,267,96505,2015-10-25,13,2015/2016,hhs6,3.6,NA,NA,0.8479544790700001,0.5183965785713098,0.339243163103272,1.6251737579729166,0.5365659839289508,0.33668862939056043,0.924855988468316,"(0,1]",FALSE
HHS Regions,hhs7,2015,43,742,4,5,1.21294,0.539084,0.673854,2015-10-25,NA,NA,NA,NA,NA,NA,NA,0.854524,0.926501,45,55,NA,70,24,15,209,82,22558,2015-10-25,13,2015/2016,hhs7,1.7,NA,NA,0.4965641979967058,0.5837167958919385,0.5238790897027242,2.7917722215631584,0.5717159432805807,0.536506505671768,-0.14007611182603696,"(-1,0]",FALSE
HHS Regions,hhs8,2015,43,943,1,1,0.212089,0.106045,0.106045,2015-10-25,NA,NA,NA,NA,NA,NA,NA,0.612608,0.84857,83,84,NA,143,22,17,349,123,41128,2015-10-25,13,2015/2016,hhs8,1.4,NA,NA,0.43664908987062867,0.589497781316416,0.6785266378581246,3.549165247107692,0.596509377183027,0.7027318379639332,-0.22748405391104953,"(-1,0]",FALSE
HHS Regions,hhs9,2015,43,969,3,1,0.412797,0.309598,0.103199,2015-10-25,NA,NA,NA,NA,NA,NA,NA,1.58879,1.51958,250,219,NA,502,112,154,1237,250,81404,2015-10-25,13,2015/2016,hhs9,2.6,NA,NA,0.6085505855937308,0.6308005522492627,0.26462805011485807,1.456369950375,0.6351823071906966,0.2602363513898698,-0.10233666993381656,"(-1,0]",FALSE
HHS Regions,hhs10,2015,43,465,1,1,0.430108,0.215054,0.215054,2015-10-25,NA,NA,NA,NA,NA,NA,NA,0.853014,0.795309,50,18,NA,32,14,4,118,72,14837,2015-10-25,13,2015/2016,hhs10,1.1,NA,NA,0.7721319259498908,0.6246325757917549,0.43791112436574303,2.249147368421053,0.6137330393527526,0.34140346614672823,0.46396390869992393,"(0,1]",FALSE
HHS Regions,hhs1,2015,44,781,0,1,0.128041,0,0.128041,2015-11-01,NA,NA,NA,NA,NA,NA,NA,0.923337,0.781094,88,66,NA,200,22,15,391,138,50058,2015-11-01,14,2015/2016,hhs1,1.3,NA,NA,0.7093498077475615,0.7531809041606539,0.8505497462738885,4.488247646133334,0.7347283762340712,0.7545889588715916,-0.0336323082760986,"(-1,0]",FALSE
HHS Regions,hhs2,2015,44,1366,6,2,0.585652,0.439239,0.146413,2015-11-01,NA,NA,NA,NA,NA,NA,NA,1.21684,1.45903,728,316,NA,579,128,88,1839,200,126043,2015-11-01,14,2015/2016,hhs2,2.3,NA,NA,0.5259624140013913,0.8940292498478191,0.8363765551778184,3.9770202156769225,0.8262944768113907,0.659023424535121,-0.4557228948604602,"(-1,0]",FALSE
HHS Regions,hhs3,2015,44,1171,2,6,0.683177,0.170794,0.512383,2015-11-01,NA,NA,NA,NA,NA,NA,NA,1.53447,1.63246,648,577,NA,852,161,125,2363,285,144751,2015-11-01,14,2015/2016,hhs3,1.8,NA,NA,0.8466593632711665,0.7747032971821373,0.5470423584316183,2.8476458333333334,0.7173398076486518,0.4063514233307826,0.3182456076134982,"(0,1]",FALSE
HHS Regions,hhs4,2015,44,3345,45,33,2.33184,1.34529,0.986547,2015-11-01,NA,NA,NA,NA,NA,NA,NA,1.08835,1.22063,503,348,NA,764,127,64,1806,317,147956,2015-11-01,14,2015/2016,hhs4,1.6,NA,NA,0.6643571370999999,0.687182279020585,0.26507343775203285,1.75053412248,0.6684458576592733,0.26848434385124453,-0.01522889752386766,"(-1,0]",FALSE
HHS Regions,hhs5,2015,44,2645,13,10,0.869565,0.491493,0.378072,2015-11-01,NA,NA,NA,NA,NA,NA,NA,1.21929,1.33523,477,238,NA,633,107,88,1543,294,115561,2015-11-01,14,2015/2016,hhs5,1.9,NA,NA,0.6361513057428948,0.7070003801507049,0.4911693952752619,2.7454803562352947,0.7104759794510407,0.4471393998795626,-0.16622260021855667,"(-1,0]",FALSE
HHS Regions,hhs6,2015,44,1985,16,7,1.15869,0.806045,0.352645,2015-11-01,NA,NA,NA,NA,NA,NA,NA,2.87066,2.31086,656,496,NA,846,212,116,2326,270,100655,2015-11-01,14,2015/2016,hhs6,3.6,NA,NA,0.7881660971238889,0.5810398453880554,0.32375214657532086,1.4837102587454998,0.5865119332644774,0.36983917316709697,0.5452482551606348,"(0,1]",FALSE
HHS Regions,hhs7,2015,44,783,2,4,0.766284,0.255428,0.510856,2015-11-01,NA,NA,NA,NA,NA,NA,NA,1.15375,1.22368,65,72,NA,89,30,20,276,79,22555,2015-11-01,14,2015/2016,hhs7,1.7,NA,NA,0.6734758813823529,0.58056286777163435,0.5334247959015772,2.8194687536842107,0.5781997362457257,0.4818432857268797,0.19773264038098892,"(0,1]",FALSE
HHS Regions,hhs8,2015,44,1028,1,1,0.194553,0.0972763,0.0972763,2015-11-01,NA,NA,NA,NA,NA,NA,NA,0.721433,1.12098,99,114,NA,196,27,21,457,121,40768,2015-11-01,14,2015/2016,hhs8,1.4,NA,NA,0.5143067360396499,0.5648496081916222,0.5923105564473721,3.0931629055384615,0.5682173477589301,0.5576166801146304,-0.09668041441693892,"(-1,0]",FALSE
HHS Regions,hhs9,2015,44,1107,11,3,1.26468,0.993677,0.271003,2015-11-01,NA,NA,NA,NA,NA,NA,NA,1.70585,1.61488,280,209,NA,592,113,150,1344,261,83226,2015-11-01,14,2015/2016,hhs9,2.6,NA,NA,0.6477986370076922,0.6721275279050025,0.29048606024312296,1.5284038296285716,0.6411362747132142,0.2663506815805139,0.02501349820073239,"(0,1]",FALSE
HHS Regions,hhs10,2015,44,476,1,1,0.420168,0.210084,0.210084,2015-11-01,NA,NA,NA,NA,NA,NA,NA,0.526763,0.545378,19,14,NA,32,8,5,78,83,14302,2015-11-01,14,2015/2016,hhs10,1.1,NA,NA,0.4768633731255999,0.6464632594009928,0.29733755342306906,1.6020631578947369,0.6610352684946162,0.37911100571019557,-0.48579939013905377,"(-1,0]",FALSE
HHS Regions,hhs1,2015,45,682,2,1,0.439883,0.293255,0.146628,2015-11-08,NA,NA,NA,NA,NA,NA,NA,0.767975,0.731683,99,65,NA,164,17,23,368,140,50295,2015-11-08,15,2015/2016,hhs1,1.3,NA,NA,0.5881513911775,0.7141935016963346,0.6219732712454866,3.4141907610000004,0.711170045790713,0.6603067059648902,-0.1863053237259627,"(-1,0]",FALSE
HHS Regions,hhs2,2015,45,1443,6,2,0.554401,0.4158,0.1386,2015-11-08,NA,NA,NA,NA,NA,NA,NA,1.07336,1.46322,735,276,NA,570,114,99,1794,197,122606,2015-11-08,15,2015/2016,hhs2,2.3,NA,NA,0.4640909919245218,0.8719915751231347,0.5636478086395723,2.3794829326923077,0.8525665711554865,0.6284816429853014,-0.618117622951877,"(-1,0]",FALSE
HHS Regions,hhs3,2015,45,1203,3,0,0.249377,0.249377,0,2015-11-08,NA,NA,NA,NA,NA,NA,NA,1.57587,1.63328,606,581,NA,805,167,116,2275,283,139290,2015-11-08,15,2015/2016,hhs3,1.8,NA,NA,0.8733000792611668,0.6994703698476409,0.31872736299234133,1.636012325739,0.7410299508657242,0.40763167771987846,0.3244844196979649,"(0,1]",FALSE
HHS Regions,hhs4,2015,45,3401,57,59,3.41076,1.67598,1.73478,2015-11-08,NA,NA,NA,NA,NA,NA,NA,1.0871,1.25194,510,320,NA,709,124,89,1752,315,139943,2015-11-08,15,2015/2016,hhs4,1.6,NA,NA,0.656263517525,0.7089638257531292,0.2186933783933662,1.5073923636749997,0.7174207363665093,0.23064447824094922,-0.2651579578576326,"(-1,0]",FALSE
HHS Regions,hhs5,2015,45,2623,23,3,0.991231,0.876859,0.114373,2015-11-08,NA,NA,NA,NA,NA,NA,NA,1.30849,1.45087,509,293,NA,640,132,97,1671,292,115172,2015-11-08,15,2015/2016,hhs5,1.9,NA,NA,0.6818525481516317,0.7048364009684633,0.37382966443655885,2.1867807886823534,0.6995657313726795,0.38002522841921527,-0.046610545554380975,"(-1,0]",FALSE
HHS Regions,hhs6,2015,45,2254,20,15,1.5528,0.887311,0.665484,2015-11-08,NA,NA,NA,NA,NA,NA,NA,3.26718,2.59119,735,590,NA,963,208,109,2605,263,100533,2015-11-08,15,2015/2016,hhs6,3.6,NA,NA,0.8934575636000001,0.660099375834067,0.43920774768107107,2.214978355161,0.6461479993272552,0.38985668965270376,0.6343601914156091,"(0,1]",FALSE
HHS Regions,hhs7,2015,45,715,1,0,0.13986,0.13986,0,2015-11-08,NA,NA,NA,NA,NA,NA,NA,1.20878,1.26729,78,67,NA,107,22,10,284,81,22410,2015-11-08,15,2015/2016,hhs7,1.7,NA,NA,0.7100525884070588,0.5703195450736044,0.3994201548299584,2.1624216049210525,0.568016187972187,0.402792942365982,0.35262882115202493,"(0,1]",FALSE
HHS Regions,hhs8,2015,45,1102,2,0,0.181488,0.181488,0,2015-11-08,NA,NA,NA,NA,NA,NA,NA,0.744407,1.11605,124,93,NA,190,35,15,457,120,40948,2015-11-08,15,2015/2016,hhs8,1.4,NA,NA,0.5307542790170285,0.5503046537687519,0.38777497602231475,2.0944372908692306,0.5738073412322737,0.44523189406276714,-0.09669806406361293,"(-1,0]",FALSE
HHS Regions,hhs9,2015,45,1161,8,5,1.11972,0.689061,0.430663,2015-11-08,NA,NA,NA,NA,NA,NA,NA,1.73921,1.62788,318,210,NA,526,113,169,1336,261,82070,2015-11-08,15,2015/2016,hhs9,2.6,NA,NA,0.6614368145338462,0.6204807439853773,0.2522087849198885,1.3566542218750004,0.6786785167737062,0.30002192932229343,-0.05746814000832048,"(-1,0]",FALSE
HHS Regions,hhs10,2015,45,464,0,1,0.215517,0,0.215517,2015-11-08,NA,NA,NA,NA,NA,NA,NA,0.891904,0.98457,32,22,NA,51,11,18,134,76,13610,2015-11-08,15,2015/2016,hhs10,1.1,NA,NA,0.8090743593239274,0.712009970291101,0.40044341939130934,2.1801263157894737,0.6788618018185413,0.35079468747146664,0.3711930714913619,"(0,1]",FALSE
HHS Regions,hhs1,2015,46,779,1,1,0.256739,0.12837,0.12837,2015-11-15,NA,NA,NA,NA,NA,NA,NA,0.736201,0.667117,89,55,NA,174,14,14,346,139,51865,2015-11-15,16,2015/2016,hhs1,1.3,NA,NA,0.5648545268573922,0.6661357315151506,0.48504669874785944,2.708596286466667,0.6922259491165045,0.4750372088141946,-0.2681293589128765,"(-1,0]",FALSE
HHS Regions,hhs2,2015,46,1512,4,3,0.462963,0.26455,0.198413,2015-11-15,NA,NA,NA,NA,NA,NA,NA,1.3633,1.64908,862,302,NA,664,106,91,2025,187,122796,2015-11-15,16,2015/2016,hhs2,2.3,NA,NA,0.5899949675743479,0.7916788884955057,0.44640876293915266,2.245930769230769,0.861947556563843,0.5241212515122249,-0.518873425194727,"(-1,0]",FALSE
HHS Regions,hhs3,2015,46,1239,2,6,0.645682,0.161421,0.484262,2015-11-15,NA,NA,NA,NA,NA,NA,NA,1.72001,1.79133,625,571,NA,961,184,127,2468,281,137775,2015-11-15,16,2015/2016,hhs3,1.8,NA,NA,0.9493912250176667,0.7489161855673944,0.3322813472047323,1.9656875,0.7826984993136513,0.38934300718258597,0.4281384861905156,"(0,1]",FALSE
HHS Regions,hhs4,2015,46,3393,36,56,2.71146,1.06101,1.65046,2015-11-15,NA,NA,NA,NA,NA,NA,NA,1.26322,1.40808,617,391,NA,795,145,89,2037,320,144665,2015-11-15,16,2015/2016,hhs4,1.6,NA,NA,0.7681051843674999,0.7561161043258133,0.20967787311319325,1.3832814195899998,0.7736879692119015,0.22291950284124276,-0.02504394982603911,"(-1,0]",FALSE
HHS Regions,hhs5,2015,46,2735,15,8,0.840951,0.548446,0.292505,2015-11-15,NA,NA,NA,NA,NA,NA,NA,1.24532,1.37789,479,306,NA,547,134,91,1557,289,112999,2015-11-15,16,2015/2016,hhs5,1.9,NA,NA,0.6499197205298948,0.6868604129988705,0.2564363780185373,1.6069711067941177,0.7143687159196578,0.2827103447840866,-0.22796829539076266,"(-1,0]",FALSE
HHS Regions,hhs6,2015,46,2116,20,17,1.74858,0.94518,0.803403,2015-11-15,NA,NA,NA,NA,NA,NA,NA,3.27454,2.62398,683,597,NA,969,262,150,2661,265,101411,2015-11-15,16,2015/2016,hhs6,3.6,NA,NA,0.8936894579077778,0.6973047767596433,0.4066133424113633,2.1595157147295003,0.7020584479141585,0.424245664172202,0.4516982168044879,"(0,1]",FALSE
